"package",'version",'option",'platform",'dependency",'package_provider",'compiled_with",'composite",'section",'spack_matches",'spack_match_100"
"glog","{'0.3.5'}",NONE,NONE,NONE,NONE,NONE,NONE,"libraries","('glog', 100), ('py-proglog', 90), ('gloo', 75), ('gprolog', 73)",glog
"glpk","{'4.60'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('glpk', 100), ('alpaka', 68), ('glproto', 68), ('py-hieroglyph', 68)",glpk
"gsl","{'1.16', '2.4'}",NONE,NONE,NONE,NONE,"{'intel-2017', 'intel-2015-update2', 'gnu-4.9.2'}",NONE,"libraries","('gsl', 100), ('cppgsl', 90), ('gslib', 90), ('octave-gsl', 90)",gsl
"gstreamer","{'1.12.0'}",NONE,NONE,NONE,NONE,NONE,NONE,"libraries","('er', 90), ('stream', 90), ('amber', 80), ('rename', 75)",NONE
"h5py","{'2.10.0'}",NONE,NONE,"{'ompi'}",NONE,"{'gnu-4.9.2'}","{'2.10.0-ompi'}","libraries","('py-h5py', 90), ('py-peachpy', 77), ('h5part', 68), ('py-path-py', 68)",NONE
"harminv","{'1.4.1', '1.4'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('harminv', 100), ('r', 90), ('atmi', 68), ('hama', 68)",harminv
"hdf","{'5-1.8.15', '5-1.10.2', '5-1.10.5'}",NONE,NONE,"{'ompi', 'impi', 'p1'}",NONE,"{'intel-2015-update2', 'gnu-4.9.2', 'intel-2018'}","{'5-1.10.2-impi', '5-1.8.15-p1-impi', '5-1.8.15-p1-ompi', '5-1.10.5-ompi'}","libraries","('hdf', 100), ('hdf-eos2', 90), ('hdf-eos5', 90), ('hdf5-blosc', 90)",hdf
"htslib","{'1.7', '1.11', '1.3.1', '1.2.1'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('htslib', 100), ('r-rhtslib', 90), ('sl', 90), ('libc', 77)",htslib
"hwloc","{'1.11.12'}",NONE,NONE,NONE,NONE,NONE,NONE,"libraries","('hwloc', 100), ('c', 90), ('oce', 72), ('odc', 72)",hwloc
"hypre","{'2.11.2'}",NONE,NONE,"{'openmpi-3.1.1', 'openmpi-3.0.0'}",NONE,"{'intel-2017', 'intel-2018'}",NONE,"libraries","('hypre', 100), ('hypre-cmake', 90), ('r', 90), ('hyphen', 73)",hypre
"ipopt","{'3.14.2'}",NONE,NONE,NONE,NONE,"{'intel-2018'}",NONE,"libraries","('ipopt', 100), ('ip', 90), ('py-pyscipopt', 90), ('scipoptsuite', 90)",ipopt
"jansson","{'2.11'}",NONE,NONE,NONE,NONE,NONE,NONE,"libraries","('jansson', 100), ('nss', 90), ('branson', 71), ('ants', 68)",jansson
"json-c","{'0.12'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('json-c', 100), ('c', 90), ('cjson', 86), ('geoip-api-c', 86)",json-c
"lapack","{'3.8.0'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('clapack', 92), ('ack', 90), ('amdscalapack', 90), ('c', 90)",NONE
"leptonica","{'1.74.4'}",NONE,NONE,NONE,NONE,NONE,NONE,"libraries","('leptonica', 100), ('enca', 68), ('tini', 68), ('r-ica', 64)",leptonica
"leveldb","{'1.20'}",NONE,NONE,NONE,NONE,NONE,NONE,"libraries","('leveldb', 100), ('eve', 90), ('perl-sub-uplevel', 75), ('elsd', 68)",leveldb
"libbdwgc","{'7.4.2'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('c', 90), ('libvdwxc', 75), ('g2c', 72), ('gcc', 72)",NONE
"libbeef","{'0.1.3'}",NONE,NONE,NONE,NONE,"{'intel-2018'}",NONE,"libraries","('libelf', 77), ('libbeagle', 75), ('libceed', 71), ('libcerf', 71)",NONE
"libctl","{'3.2.2', '4.3.0'}",NONE,NONE,NONE,NONE,"{'gnu.4.9.2', 'gnu-4.9.2'}",NONE,"libraries","('libctl', 100), ('bc', 90), ('c', 90), ('libc', 90)",libctl
"libdwarf","{'20170709'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('libdwarf', 100), ('r', 90), ('libgd', 72), ('libmd', 72)",libdwarf
"libelf","{'0.8.13'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('libelf', 100), ('liblzf', 83), ('libcerf', 77), ('libexif', 77)",libelf
"libetsfio","{'1.0.4'}",NONE,NONE,NONE,NONE,"{'intel-2015-update2', 'gnu-4.9.2'}",NONE,"libraries","('fio', 90), ('sfcio', 80), ('filo', 77), ('etsf-io', 75)",NONE
"libflac","{'1.3.1'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('c', 90), ('fl', 90), ('flac', 90), ('libflame', 80)",NONE
"libgd","{'2.1.1'}",NONE,NONE,NONE,NONE,"{'intel-2015-update2', 'gnu-4.9.2'}",NONE,"libraries","('libgd', 100), ('libmd', 80), ('libbsd', 73), ('libdmx', 73)",libgd
"libgdsii","{'0.21'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('ds', 90), ('libgd', 90), ('bdsim', 72), ('libmd', 72)",NONE
"libint","{'1.1.4'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('libint', 100), ('libcint', 92), ('libnet', 83), ('libecpint', 80)",libint
"libmatheval","{'1.1.11'}",NONE,NONE,NONE,NONE,NONE,NONE,"libraries","('libmatheval', 100), ('athena', 75), ('libmad', 75), ('hevea', 72)",libmatheval
"libsodium","{'1.0.6'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('libsodium', 100), ('libbsd', 75), ('libao', 72), ('libfs', 72)",libsodium
"libsox","{'14.4.2'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('sox', 90), ('libbson', 77), ('libjson', 77), ('liboldx', 77)",NONE
"libuuid","{'1.0.3'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('libuuid', 100), ('apple-libuuid', 90), ('libidl', 77), ('libunwind', 75)",libuuid
"libxc","{'2.2.2', '4.2.3', '2.1.2', '3.0.0'}",NONE,NONE,NONE,NONE,"{'intel-2015-update2', 'gnu-4.9.2', 'intel-2018'}",NONE,"libraries","('libxc', 100), ('libxcb', 91), ('c', 90), ('libxcomposite', 90)",libxc
"libxml2","{'2.9.4'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('libxml2', 100), ('perl-alien-libxml2', 90), ('perl-xml-libxml', 83), ('libjxl', 77)",libxml2
"llvm","{'3.3', '6.0.1', '8.0.0', '3.9.1'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('llvm', 100), ('impalajit-llvm', 90), ('intel-llvm', 90), ('llvm-amdgpu', 90)",llvm
"lmdb","{'0.9.22'}",NONE,NONE,NONE,NONE,NONE,NONE,"libraries","('lmdb', 100), ('py-lmdb', 90), ('lmod', 75), ('alembic', 68)",lmdb
"lz4","{'1.8.3'}",NONE,NONE,NONE,NONE,NONE,NONE,"libraries","('lz4', 100), ('py-lz4', 90), ('py-bcolz', 72), ('py-cantoolz', 72)",lz4
"magma","{'2.4.0'}",NONE,NONE,NONE,NONE,NONE,NONE,"libraries","('magma', 100), ('imagemagick', 72), ('goma', 67), ('hama', 67)",magma
"med","{'4.0.0'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('med', 100), ('ed', 90), ('perl-file-homedir', 90), ('perl-lwp-mediatypes', 90)",med
"mesa","{'6.5', '10.6.3', '13.0.6', '10.6.9'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('mesa', 100), ('mesa-demos', 90), ('mesa-glu', 90), ('mesa18', 90)",mesa
"metis","{'5.1.0'}",NONE,NONE,NONE,NONE,"{'intel-2015-update2', 'gnu-4.9.2', 'intel-2018'}",NONE,"libraries","('metis', 100), ('formetis', 90), ('mt-metis', 90), ('parmetis', 90)",metis
"intel","{'update1', '2016.0.109', '2018', '2017', 'update4', '2013', 'update5', 'release', 'update3', 'update2', 'update6', '2022.2', '2019', '2021.6.0', '2013.1.046', '2015', '2020'}",NONE,NONE,NONE,NONE,"{'intel', 'gnu-4.9.2'}",NONE,"compilers","('intel', 100), ('intel-daal', 90), ('intel-gpu-tools', 90), ('intel-gtpin', 90)",intel
"openmpi","{'3.1.6', '4.1.1', '2.0.2', '1.8.4', '2.1.2', '1.10.1', '3.1.1', '3.1.4', '4.0.3', '3.0.0'}",NONE,NONE,NONE,NONE,"{'intel-2018', 'intel-2017', 'gnu-4.9.2', 'intel-2015-update2'}",NONE,"libraries",NONE,NONE
"mpi4py","{'3.0.2', '2.0.0', '3.0.0'}",NONE,NONE,"{'python3', 'python2'}",NONE,"{'gnu-4.9.2'}",NONE,"libraries","('py-mpi4py', 90), ('mpip', 80), ('mpfi', 68), ('mpir', 68)",NONE
"multinest","{'3.10b'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('nest', 90), ('multiverso', 74), ('r-multtest', 74), ('sbt', 72)",NONE
"mumps","{'5.2.1'}",NONE,NONE,NONE,NONE,"{'intel-2018'}",NONE,"libraries","('mumps', 100), ('py-pymumps', 90), ('lammps', 73), ('perl-devel-symdump', 72)",mumps
"mumps-thirdparty","{'3.0.0'}",NONE,NONE,NONE,NONE,"{'intel-2018'}",NONE,"libraries","('mumps', 90), ('r-party', 77), ('mpest', 72), ('bart', 68)",NONE
"mysql-connector-python","{'8.0.28', '8.0.22', '2.0.4'}",NONE,NONE,"{'python-3.6.3', 'python-3.9.0', 'python-3.5.2', 'python-3.9.6', 'python-3.9.10', 'python-3.8.6', 'python-3.8.0', 'python-3.7.4'}",NONE,NONE,NONE,"libraries","('py-mysql-connector-python', 95), ('mysql', 90), ('python', 90), ('perl-dbd-mysql', 86)",NONE
"nag","{'7.0.7020', '6.2.6214', 'mark27', '6.0.1044', '6.1.6106', 'mark25', 'mark26', 'mark22', '6.2.6223', 'mark24'}",NONE,NONE,NONE,NONE,"{'nag-6.2.6223', 'fortran', 'intel-2019', 'intel-2017', 'intel-2015-update2', 'nag-6.1.6106', 'gnu-4.9.2', 'nag-6.0.1044'}",NONE,"compilers","('nag', 100), ('py-boom-boot-manager', 90), ('py-gee-asset-manager', 90), ('py-vsts-cd-manager', 90)",nag
"netcdf","{'4.3.3.1', '4.9.0'}",NONE,NONE,NONE,NONE,"{'intel-2015-update2', 'gnu-4.9.2', 'intel-2018-update3'}",NONE,"libraries","('netcdf-c', 95), ('c', 90), ('etcd', 90), ('netcdf-cxx', 90)",NONE
"netcdf-c++","{'4.2'}",NONE,NONE,NONE,NONE,"{'intel-2015-update2', 'gnu-4.9.2'}",NONE,"libraries","('netcdf-c', 100), ('c', 90), ('etcd', 90), ('netcdf-cxx', 89)",netcdf-c
"netcdf-c++4","{'4.2'}",NONE,NONE,NONE,NONE,"{'intel-2015-update2', 'gnu-4.9.2'}",NONE,"libraries","('netcdf-c', 95), ('etcd', 90), ('adol-c', 86), ('c-ares', 86)",NONE
"netcdf-fortran","{'4.4.1', '4.5.4'}",NONE,NONE,NONE,NONE,"{'intel-2015-update2', 'gnu-4.9.2', 'intel-2018-update3'}",NONE,"libraries","('netcdf-fortran', 100), ('etcd', 90), ('fortran', 90), ('netcdf-c', 86)",netcdf-fortran
"numactl","{'2.0.12'}",NONE,NONE,NONE,NONE,NONE,NONE,"libraries","('numactl', 100), ('c', 90), ('ctpl', 77), ('acct', 68)",numactl
"openblas","{'0.3.2', '0.2.14', '0.3.7'}","{'threads', 'openmp', 'serial', 'native-threads'}",NONE,NONE,NONE,"{'intel-2015-update2', 'gnu-4.9.2'}","{'0.3.2-serial', '0.3.2-native-threads', '0.3.7-native-threads', '0.3.7-openmp', '0.3.2-openmp', '0.3.7-serial', '0.2.14-threads'}","libraries","('openblas', 100), ('blasr', 80), ('openpbs', 80), ('openmolcas', 78)",openblas
"openjpeg","{'2.4.0'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('openjpeg', 100), ('sjpeg', 72), ('opengl', 71), ('openpa', 71)",openjpeg
"openslide","{'3.4.1'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('openslide', 100), ('py-openslide-python', 90), ('sl', 90), ('slider', 82)",openslide
"papi","{'5.5.1'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('papi', 100), ('chaplin', 68), ('cray-mvapich2', 68), ('gapfiller', 68)",papi
"parmetis","{'4.0.3'}",NONE,NONE,NONE,NONE,"{'intel-2015-update2'}",NONE,"libraries","('parmetis', 100), ('metis', 90), ('r', 90), ('formetis', 75)",parmetis
"pcre2","{'10.21'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('pcre2', 100), ('c', 90), ('r', 90), ('re2', 90)",pcre2
"pgplot","{'5.2.2'}",NONE,NONE,NONE,NONE,"{'intel-2017', 'intel-2018'}",NONE,"libraries","('pgplot', 100), ('plplot', 83), ('gnuplot', 77), ('py-geoplot', 75)",pgplot
"pillow-simd","{'6.0.0.post0'}",NONE,NONE,"{'python-3.7.4'}",NONE,NONE,NONE,"libraries","('py-pillow-simd', 95), ('simde', 80), ('py-pillow', 76), ('med', 72)",NONE
"protobuf","{'3.5.1', '12-2017'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('protobuf', 100), ('protobuf-c', 95), ('py-protobuf', 95), ('r', 90)",protobuf
"psm2","{'11.2.185'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('opa-psm2', 90), ('psm', 86), ('pism', 75), ('psmc', 75)",NONE
"pstreams","{'1.0.1'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('pstreams', 100), ('r', 90), ('stream', 86), ('rngstreams', 78)",pstreams
"pygsl","{'2.1.1'}",NONE,NONE,"{'python3.6'}",NONE,"{'gnu-4.9.2'}","{'2.1.1-python3.6'}","libraries","('gsl', 90), ('sl', 90), ('cppgsl', 73), ('py-dgl', 73)",NONE
"pyngl","{'1.4.0'}",NONE,NONE,NONE,NONE,NONE,NONE,"libraries","('py-angel', 77), ('opengl', 73), ('py-dgl', 73), ('py-gql', 73)",NONE
"pynio","{'1.4.1'}",NONE,NONE,NONE,NONE,NONE,NONE,"libraries","('py-pynio', 90), ('py-anyio', 77), ('py-dnaio', 77), ('py-minio', 77)",NONE
"quip","{'18c5440'}","{'threads'}",NONE,NONE,NONE,"{'gnu-4.9.2'}","{'18c5440-threads'}","libraries","('ip', 90), ('alquimia', 68), ('mesquite', 68), ('mosquitto', 68)",NONE
"qutip","{'4.1.0'}",NONE,NONE,"{'python-2.7.12'}",NONE,NONE,NONE,"libraries","('ip', 90), ('glfmultiples', 72), ('imp', 72), ('ip2', 72)",NONE
"scalapack","{'0.3.2', '0.3.7', '2.0.2'}",NONE,NONE,"{'openblas'}",NONE,"{'gnu-4.9.2'}","{'openblas-0.3.2', 'openblas-0.3.7'}","libraries","('ack', 90), ('ck', 90), ('netlib-scalapack', 90), ('scala', 90)",NONE
"snappy","{'1.1.7'}",NONE,NONE,NONE,NONE,NONE,NONE,"libraries","('snappy', 100), ('py-snappy', 90), ('snap', 90), ('gmap-gsnap', 72)",snappy
"spark","{'3.1.1'}","{'bin'}",NONE,"{'hadoop2.7'}",NONE,NONE,"{'3.1.1-bin-hadoop2.7'}","libraries","('spark', 100), ('py-pyspark', 90), ('r', 90), ('sp', 90)",spark
"sparskit2","{'2009.11.18'}",NONE,NONE,NONE,NONE,"{'intel-2015-update2', 'gnu-4.9.2'}",NONE,"libraries","('sparskit', 94), ('sp', 90), ('sparse', 75), ('rdkit', 72)",NONE
"spectral","{'3.4.0'}","{'bindist'}",NONE,NONE,NONE,NONE,NONE,"libraries","('py-spectral', 95), ('spectra', 93), ('c', 90), ('r', 90)",NONE
"spglib","{'1.7.4'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('spglib', 100), ('glib', 90), ('py-spglib', 90), ('sp', 90)",spglib
"squid","{'1.9g'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('squid', 100), ('idl', 72), ('mesquite', 72), ('mosquitto', 72)",squid
"suitesparse","{'4.5.5'}","{'serial', 'threaded'}",NONE,NONE,NONE,"{'gnu-4.9.2', 'intel-2017-update1'}","{'gnu-4.9.2-threaded', 'gnu-4.9.2-serial'}","libraries","('suite-sparse', 96), ('sp', 90), ('sparse', 90), ('parsec', 82)",NONE
"superlu","{'5.2.1'}",NONE,NONE,NONE,NONE,"{'intel-2015-update2'}",NONE,"libraries","('superlu', 100), ('superlu-mt', 95), ('er', 90), ('perl', 90)",superlu
"superlu-dist","{'5.1.0'}",NONE,NONE,NONE,NONE,"{'intel-2015-update2'}",NONE,"libraries","('superlu-dist', 100), ('er', 90), ('perl', 90), ('superlu', 90)",superlu-dist
"szip","{'2.1'}",NONE,NONE,NONE,NONE,NONE,NONE,"libraries","('ip', 90), ('laszip', 90), ('libszip', 90), ('sz', 90)",NONE
"ucx","{'1.8.0', '1.9.0'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('ucx', 100), ('c', 90), ('py-ucx-py', 90), ('upcxx', 75)",ucx
"unixodbc","{'2.3.7'}",NONE,NONE,NONE,NONE,NONE,NONE,"libraries","('unixodbc', 100), ('bc', 90), ('c', 90), ('nix', 90)",unixodbc
"vtk","{'5.10.1', '6.2.0'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('vtk', 100), ('py-ipyvtk-simple', 90), ('tk', 90), ('vt', 90)",vtk
"wavpack","{'5.1.0'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('ack', 90), ('c', 90), ('ck', 90), ('clapack', 71)",NONE
"webkitgtk","{'2.4.9-1', '2.2.4-1'}",NONE,NONE,NONE,NONE,NONE,NONE,"libraries","('tk', 90), ('gatk', 77), ('eckit', 72), ('kitty', 72)",NONE
"zeromq","{'4.1.4'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"libraries","('er', 90), ('r', 90), ('maq', 72), ('oneapi-level-zero', 72)",NONE
"clang","{'8.0.0'}",NONE,NONE,NONE,NONE,NONE,NONE,"compilers","('c', 90), ('hipify-clang', 90), ('py-libclang', 90), ('rocm-clang-ocl', 90)",NONE
"gnu","{'4.9.2'}",NONE,NONE,NONE,NONE,NONE,NONE,"compilers","('dejagnu', 90), ('gnuconfig', 90), ('gnupg', 90), ('gnuplot', 90)",NONE
"go","{'1.7.3', '1.12.4', '1.15.2', '1.16.3', '1.8', '1.16.5'}",NONE,NONE,NONE,NONE,NONE,NONE,"compilers","('go', 100), ('aragorn', 90), ('argobots', 90), ('argon2', 90)",go
"nvidia","{'22.1', '21.11', '21.3', '22.2', '22.9', '22.3', '20.9'}",NONE,NONE,NONE,"{'hpc-sdk'}",NONE,NONE,"compilers","('dia', 90), ('py-nvidia-ml-py', 90), ('py-nvidia-ml-py3', 90), ('py-torch-nvidia-apex', 90)",NONE
"pgi","{'2016.5', '2015.7', '2015.4', '2018.10', '2012.10', '2018.5', '2017.3'}",NONE,NONE,NONE,NONE,"{'llvm', 'gnu-4.9.2'}","{'2018.5-llvm', '2018.10-llvm'}","compilers","('pgi', 100), ('pagit', 75), ('exempi', 72), ('fujitsu-mpi', 72)",pgi
"rust","{'1.46.0', '1.18.0', '1.58.1'}",NONE,NONE,NONE,NONE,NONE,NONE,"compilers","('rust', 100), ('py-picrust', 90), ('py-picrust2', 90), ('py-setuptools-rust', 90)",rust
"armforge","{'20.1.2'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('arm-forge', 94), ('r', 90), ('cmor', 68), ('form', 68)",NONE
"autoconf","{'2.69'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('autoconf', 100), ('autoconf-archive', 90), ('c', 90), ('gconf', 72)",autoconf
"autogen","{'5.18.12'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"development","('autogen', 100), ('py-pymatgen', 75), ('atop', 68), ('autoconf', 67)",autogen
"automake","{'1.16.1'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('automake', 100), ('automaded', 82), ('maker', 80), ('bmake', 72)",automake
"bazel","{'0.14.1', '0.24.0', '0.7.0', '0.27.1', '0.21.0', '0.26.1', '0.24.1'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"development","('bazel', 100), ('blaze', 80), ('babelflow', 72), ('babeltrace', 72)",bazel
"binutils","{'2.29.1'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"development","('binutils', 100), ('nut', 90), ('coinutils', 82), ('findutils', 82)",binutils
"bison","{'3.0.4'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"development","('bison', 100), ('winbison', 90), ('unison', 73), ('libiconv', 72)",bison
"chicken","{'4.13.0'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('c', 90), ('ck', 90), ('chai', 68), ('icet', 68)",NONE
"clojure","{'1.10.3.1069', '1.10.0.411'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('c', 90), ('r', 90), ('perl-eval-closure', 77), ('re2', 72)",NONE
"cmake","{'3.2.1', '3.13.3', '3.7.2', '3.21.1(default)', '3.19.1'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('cmake', 100), ('c', 90), ('gccmakedep', 90), ('hsf-cmaketools', 90)",cmake
"cmdstan","{'2.24.1'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"development","('cmdstan', 100), ('c', 90), ('ds', 90), ('r-cmdstanr', 82)",cmdstan
"cuda","{'9.0.176-patch4', '10.1.243', '7.5.18', '8.0.61-patch2', '10.0.130'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"development","('cuda', 100), ('c', 90), ('cuda-memtest', 90), ('py-pycuda', 90)",cuda
"cudnn","{'7.0.4', '7.1.4', '7.4.2.24', '6.0', '7.6.5.32', '5.1', '7.5.0.56'}",NONE,NONE,NONE,NONE,"{'cuda-8.0', 'cuda-10.0', 'cuda-10.1', 'cuda-7.5', 'cuda-9.0'}",NONE,"development","('cudnn', 100), ('c', 90), ('cuda', 67), ('nn-c', 64)",cudnn
"ddt","{'6.0.4'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('ddt', 100), ('py-geeadd', 72), ('cdd', 67), ('ddd', 67)",ddt
"depot_tools","{'c03a9cf', '788d9e0d'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('rdptools', 74), ('lis', 72), ('lsf', 72), ('py-deeptools', 70)",NONE
"dimemas","{'5.3.3'}","{'bindist'}",NONE,NONE,NONE,NONE,NONE,"development","('dimemas', 100), ('masa', 77), ('mash', 77), ('memaxes', 71)",dimemas
"doxygen","{'1.8.14'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('doxygen', 100), ('r-roxygen2', 71), ('xyce', 68), ('hydrogen', 67)",doxygen
"emacs","{'24.5', '26.3', '28.1'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('emacs', 100), ('c', 90), ('gsettings-desktop-schemas', 80), ('macsio', 73)",emacs
"extrae","{'3.5.2'}",NONE,NONE,NONE,NONE,"{'intel-2017'}",NONE,"development","('extrae', 100), ('r', 90), ('py-scikit-learn-extra', 82), ('py-urllib3-secure-extra', 82)",extrae
"f2c","{'2013-09-26'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"development","('f2c', 100), ('c', 90), ('iperf2', 72), ('py-cyvcf2', 72)",f2c
"flex","{'2.5.39'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('flex', 100), ('fl', 90), ('flexiblas', 90), ('py-flexmock', 90)",flex
"git","{'2.19.1', '2.3.5', '2.10.2', '2.32.0'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('git', 100), ('digitrounding', 90), ('git-annex', 90), ('git-fat-git', 90)",git
"gperf","{'3.0.4'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"development","('gperf', 100), ('er', 90), ('gperftools', 90), ('r', 90)",gperf
"guile","{'2.0.11'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"development","('guile', 100), ('agile', 80), ('bigdft-futile', 72), ('py-azure-mgmt-imagebuilder', 72)",guile
"haskellplatform","{'2014.2.0.0'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('atf', 90), ('form', 90), ('orfm', 77), ('aspell', 75)",NONE
"htop","{'1.0.3'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"development","('htop', 100), ('bashtop', 90), ('openspeedshop', 77), ('atop', 75)",htop
"java","{'8u322-b06', '17.0.2+8', '11.0.14.1+1', '1.8.0_92', '11.0.1', '8u212', '11.0.14+9', '1.8.0_45', '11.0.3u7'}","{'hotspot'}",NONE,NONE,"{'openjdk-8', 'openjdk-11', 'temurin-17', 'temurin-11', 'semeru-8', 'openj9', 'semeru-17', 'semeru-11', 'temurin-8'}",NONE,NONE,"development","('ibm-java', 90), ('py-javaproperties', 90), ('py-python-javabridge', 90), ('r-rjava', 90)",NONE
"julia","{'1.6.2', '0.3.10', '1.6.0', '0.5.0', '1.7.1', '1.5.0', '1.3.1', '1.2.0', '1.7.0', '0.7.0', '0.4.7', '0.4.0', '0.6.0', '1.1.0', '1.0.0'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('julia', 100), ('libcxxwrap-julia', 90), ('libuv-julia', 90), ('julea', 80)",julia
"libtool","{'2.4.6'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('libtool', 100), ('bwtool', 77), ('libctl', 77), ('libtlx', 77)",libtool
"ltrace","{'0.7.3'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"development","('ltrace', 100), ('ace', 90), ('babeltrace', 90), ('c', 90)",ltrace
"lua","{'5.3.1'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('lua', 100), ('lua-bit32', 90), ('lua-bitlib', 90), ('lua-ffi', 90)",lua
"mc","{'4.8.14'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('mc', 100), ('baurmc', 90), ('c', 90), ('cosmomc', 90)",mc
"mono","{'3.12.1', '5.20.1.27'}",NONE,NONE,NONE,NONE,"{'gnu-4.9.2'}",NONE,"development","('mono', 100), ('py-monotonic', 90), ('launchmon', 77), ('libdaemon', 77)",mono
"nano","{'6.1', '2.4.2', '4.9'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('nano', 100), ('nanoflann', 90), ('nanomsg', 90), ('nanopb', 90)",nano
"nasm","{'2.13.01'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('nasm', 100), ('namd', 75), ('yasm', 75), ('miniasm', 73)",nasm
"ncl","{'6.0.0', '6.3.0'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('ncl', 100), ('c', 90), ('g4incl', 90), ('miopen-opencl', 90)",ncl
"nedit","{'5.6-aug15'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('ed', 90), ('py-bandit', 80), ('xedit', 80), ('nbdkit', 73)",NONE
"netlogo","{'6.1.0'}",NONE,NONE,NONE,NONE,NONE,NONE,"development","('go', 90), ('g2o', 72), ('glog', 68), ('gloo', 68)",NONE
